context	direction	GO_ID	GO_term	observed_hits	observed_genes	null_mean_hits	null_sd	fold_vs_window_null	empirical_p	null_ge_observed	n_observed_genes	nperm	FDR_BH
CHH	gain	GO:0009889	regulation of biosynthetic process	3	AT1G26960;AT5G53660;AT5G62165	10.9322	3.035754133654438	0.2744186897422294	0.9996000399960004	9996	32	10000	1.0
CHH	gain	GO:0009987	cellular process	18	AT1G24490;AT1G26960;AT1G49005;AT1G65550;AT1G67990;AT1G69940;AT2G04090;AT2G38195;AT2G42005;AT3G54860;AT3G60140;AT4G18690;AT5G02370;AT5G06630;AT5G22500;AT5G23120;AT5G49010;AT5G53660	50.9879	3.5859104269347903	0.3530249333665438	1.0	10000	32	10000	1.0
CHH	gain	GO:0010468	regulation of gene expression	3	AT1G26960;AT5G53660;AT5G62165	10.1255	2.9415216725361684	0.29628166510295784	0.9985001499850015	9985	32	10000	1.0
CHH	gain	GO:0010556	regulation of macromolecule biosynthetic process	3	AT1G26960;AT5G53660;AT5G62165	10.3498	2.9634506845905175	0.28986067363620555	0.9987001299870013	9987	32	10000	1.0
CHH	gain	GO:0016043	cellular component organization	5	AT1G24490;AT1G69940;AT3G54860;AT5G06630;AT5G23120	10.757	3.013892997437036	0.46481360974249325	0.9886011398860114	9886	32	10000	1.0
CHH	gain	GO:0019219	regulation of nucleobase-containing compound metabolic process	3	AT1G26960;AT5G53660;AT5G62165	8.4581	2.721221121114563	0.35468958749600976	0.994000599940006	9940	32	10000	1.0
CHH	gain	GO:0019222	regulation of metabolic process	3	AT1G26960;AT5G53660;AT5G62165	12.3339	3.1794670606880038	0.24323206771580766	1.0	10000	32	10000	1.0
CHH	gain	GO:0022414	reproductive process	3	AT1G67990;AT1G69940;AT5G62165	8.2642	2.685963208981089	0.36301154376709177	0.9934006599340066	9934	32	10000	1.0
CHH	gain	GO:0030154	cell differentiation	3	AT1G26960;AT1G49005;AT1G69940	2.9157	1.645537453235264	1.0289124395513942	0.5691430856914309	5691	32	10000	1.0
CHH	gain	GO:0032501	multicellular organismal process	8	AT1G13245;AT1G26960;AT1G49005;AT1G67990;AT1G69940;AT2G38195;AT5G53660;AT5G62165	13.7059	3.2942078243486694	0.5836902355919713	0.9739026097390261	9739	32	10000	1.0
CHH	gain	GO:0032502	developmental process	8	AT1G13245;AT1G26960;AT1G49005;AT1G67990;AT1G69940;AT2G38195;AT5G53660;AT5G62165	14.653	3.356157177487367	0.5459632839691531	0.9865013498650135	9865	32	10000	1.0
CHH	gain	GO:0043170	macromolecule metabolic process	5	AT1G69940;AT2G38195;AT4G18690;AT5G49010;AT5G53660	19.1511	3.6947352800978868	0.26108160888930665	1.0	10000	32	10000	1.0
CHH	gain	GO:0044238	primary metabolic process	6	AT1G69940;AT2G38195;AT3G60140;AT4G18690;AT5G49010;AT5G53660	26.8893	4.0281565895580655	0.2231370842677199	1.0	10000	32	10000	1.0
CHH	gain	GO:0048367	shoot system development	3	AT1G13245;AT5G53660;AT5G62165	3.8318	1.8947054546815454	0.7829218643979331	0.7481251874812519	7481	32	10000	1.0
CHH	gain	GO:0048731	system development	6	AT1G13245;AT1G26960;AT1G49005;AT1G67990;AT5G53660;AT5G62165	9.5484	2.882890466181465	0.628377529219555	0.9279072092790721	9279	32	10000	1.0
CHH	gain	GO:0048856	anatomical structure development	8	AT1G13245;AT1G26960;AT1G49005;AT1G67990;AT1G69940;AT2G38195;AT5G53660;AT5G62165	14.3007	3.3302371552188283	0.5594131755788178	0.9832016798320168	9832	32	10000	1.0
CHH	gain	GO:0048869	cellular developmental process	3	AT1G26960;AT1G49005;AT1G69940	3.2805	1.7417289542291015	0.9144947416552355	0.6499350064993501	6499	32	10000	1.0
CHH	gain	GO:0050789	regulation of biological process	5	AT1G13245;AT1G26960;AT1G49005;AT5G53660;AT5G62165	21.0104	3.7800386029774824	0.23797738262955487	1.0	10000	32	10000	1.0
CHH	gain	GO:0050794	regulation of cellular process	5	AT1G13245;AT1G26960;AT1G49005;AT5G53660;AT5G62165	19.004	3.67455902116158	0.26310250473584507	0.9999000099990001	9999	32	10000	1.0
CHH	gain	GO:0050896	response to stimulus	7	AT1G13245;AT1G26960;AT1G64790;AT1G69940;AT2G04090;AT5G22500;AT5G53660	23.3462	3.864989723142879	0.29983466260033753	1.0	10000	32	10000	1.0
CHH	gain	GO:0051179	localization	5	AT1G24490;AT1G65550;AT2G04090;AT2G42005;AT3G54860	11.4453	3.07499722113696	0.4368605453767049	0.9926007399260074	9926	32	10000	1.0
CHH	gain	GO:0051234	establishment of localization	4	AT1G65550;AT2G04090;AT2G42005;AT3G54860	10.7961	3.0065469878250735	0.37050416354053783	0.9961003899610039	9961	32	10000	1.0
CHH	gain	GO:0051252	regulation of RNA metabolic process	3	AT1G26960;AT5G53660;AT5G62165	8.0068	2.6569068030324288	0.3746815207073987	0.9908009199080092	9908	32	10000	1.0
CHH	gain	GO:0055085	transmembrane transport	3	AT1G65550;AT2G04090;AT2G42005	6.1032	2.376541554444188	0.4915454187966968	0.9488051194880512	9488	32	10000	1.0
CHH	gain	GO:0060255	regulation of macromolecule metabolic process	3	AT1G26960;AT5G53660;AT5G62165	11.0133	3.0376838397041928	0.2723979188798998	0.9995000499950005	9995	32	10000	1.0
CHH	gain	GO:0065007	biological regulation	5	AT1G13245;AT1G26960;AT1G49005;AT5G53660;AT5G62165	21.9635	3.8421045990446494	0.22765042001502492	1.0	10000	32	10000	1.0
CHH	gain	GO:0071840	cellular component organization or biogenesis	5	AT1G24490;AT1G69940;AT3G54860;AT5G06630;AT5G23120	11.8323	3.127775041463183	0.422572111930901	0.9957004299570043	9957	32	10000	1.0
CHH	gain	GO:0080090	regulation of primary metabolic process	3	AT1G26960;AT5G53660;AT5G62165	9.7528	2.897566592849936	0.30760397014190793	0.9985001499850015	9985	32	10000	1.0
CHH	gain	GO:0090304	nucleic acid metabolic process	3	AT4G18690;AT5G49010;AT5G53660	8.0115	2.625598550807036	0.3744617112900206	0.9907009299070093	9907	32	10000	1.0
CHH	gain	GO:0099402	plant organ development	4	AT1G26960;AT1G49005;AT5G53660;AT5G62165	5.7481	2.307172813206675	0.6958821175692838	0.835016498350165	8350	32	10000	1.0
CHH	gain	GO:0160109	plant gross anatomical part developmental process	7	AT1G13245;AT1G26960;AT1G49005;AT1G67990;AT2G38195;AT5G53660;AT5G62165	11.5731	3.098460325710175	0.6048509042521019	0.954004599540046	9540	32	10000	1.0
CHH	gain	GO:2001141	regulation of RNA biosynthetic process	3	AT1G26960;AT5G53660;AT5G62165	7.6367	2.607127367429522	0.39283983919755916	0.9863013698630136	9863	32	10000	1.0
